gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description filename
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_10	8111	8605	495	1	0.586	11	GGAG/GAGG	GENOMAD.176765.PC	6.148e-37	138	0	0	0	1	NA	NA	NA	PF00866;K05600;TIGR03231;COG5517	anthranilate 1,2-dioxygenase, small subunit
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_11	8589	9581	993	1	0.634	11	GGA/GAG/AGG	GENOMAD.132496.CP	8.118e-33	133	0	0	0	2561	Caudoviricetes	NA	NA	PF04166;K00097;COG1995;TIGR00557	4-hydroxy-L-threonine phosphate dehydrogenase PdxA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_12	9592	10872	1281	1	0.623	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_13	10869	11348	480	1	0.585	11	GGAGG	GENOMAD.181088.PC	4.994e-37	138	0	0	0	1	NA	NA	NA	PF00866;K16320;TIGR03232;COG5517	benzoate 1,2-dioxygenase, small subunit
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_14	11387	11992	606	1	0.640	11	AGGAG	GENOMAD.166120.CP	2.166e-05	47	0	0	0	1	NA	NA	NA	PF13417;TIGR01262;COG2999;K11209	maleylacetoacetate isomerase
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_15	12153	13013	861	1	0.612	11	GGA/GAG/AGG	GENOMAD.141926.CP	0.0002268	45	0	0	0	1	NA	NA	NA	PF05448;TIGR01840;COG0412;K06889	esterase, PHB depolymerase family
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_16	13032	13955	924	1	0.590	11	GGAG/GAGG	GENOMAD.160999.PC	1.518e-112	364	0	0	0	1	NA	NA	NA	PF18029;PF00903;K00446;TIGR03211;COG2514	catechol 2,3 dioxygenase
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_17	13958	14389	432	1	0.657	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_18	14431	15906	1476	1	0.638	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_19	15911	16705	795	1	0.658	11	None	GENOMAD.151339.PC	6.255e-32	128	0	0	0	1	NA	NA	NA	PF01557;K01617;TIGR03218;COG3971	4-oxalocrotonate decarboxylase
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_20	16728	17666	939	1	0.626	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_21	17663	18694	1032	1	0.641	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_22	18696	19466	771	1	0.647	11	GGA/GAG/AGG	GENOMAD.151339.PC	5.956e-28	116	0	0	0	1	NA	NA	NA	PF01557;K01617;TIGR03218;COG3971	4-oxalocrotonate decarboxylase
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_23	19468	19704	237	1	0.620	11	GGAGG	GENOMAD.147542.CP	8.41e-20	84	0	0	0	1	NA	NA	NA	PF01361;COG1942;TIGR00013;K15552	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_24	19694	19975	282	1	0.617	11	AGxAG	GENOMAD.153150.CP	7.544e-20	85	0	0	0	1	NA	NA	NA	PF00111;TIGR01941;COG0633;K23527	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_25	19995	21500	1506	1	0.610	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_26	21532	22332	801	1	0.622	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_27	22390	23430	1041	-1	0.649	11	GGA/GAG/AGG	GENOMAD.138179.CP	4.427e-06	51	0	0	0	1	NA	NA	NA	PF05138;PF00175;K02613;TIGR02158;COG3396	phenylacetate-CoA oxygenase, PaaI subunit
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_28	23511	24614	1104	-1	0.609	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_29	24743	25294	552	-1	0.563	11	GGAG/GAGG	GENOMAD.168716.PC	4.616e-20	90	0	0	0	1	NA	NA	NA	PF00866;K14749;TIGR03231;COG5517	anthranilate 1,2-dioxygenase, small subunit
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_1949681_30	25309	26058	750	-1	0.613	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_2202143_1	2	109	108	-1	0.565	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_2202143_2	378	875	498	-1	0.550	11	GGA/GAG/AGG	GENOMAD.190014.PC	5.005e-82	268	0	0	0	1	NA	NA	NA	PF00866;K18243;TIGR03232;COG5517	benzoate 1,2-dioxygenase, small subunit
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_2202143_3	872	2047	1176	-1	0.586	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_2202143_4	2089	3075	987	-1	0.627	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_2202143_5	3226	4014	789	1	0.659	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin130.fa_plasmid_genes.tsv k99_2202143_6	4135	4284	150	-1	0.660	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_1	3	140	138	-1	0.659	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_2	206	400	195	1	0.569	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_3	346	1512	1167	-1	0.644	11	None	GENOMAD.151587.PC	0.0001908	46	0	0	0	1	NA	NA	NA	PF13610;COG4584	Transposase
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_4	1546	1722	177	-1	0.644	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_5	1958	2191	234	1	0.650	11	None	GENOMAD.152584.CP	1.564e-13	66	0	0	0	1	NA	NA	NA	PF10047;COG4118;TIGR01552;K19165	Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_6	2188	2580	393	1	0.646	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_7	2709	2966	258	1	0.643	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_427899_8	2906	3187	282	1	0.674	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_657281_1	1	549	549	1	0.590	11	None	GENOMAD.132575.CP	3.01e-13	70	0	0	0	1	NA	NA	NA	PF00529;K11003;TIGR01843;COG1566	type I secretion membrane fusion protein, HlyD family
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_657281_2	624	860	237	1	0.629	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_657281_3	1214	1762	549	-1	0.605	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_657281_4	1815	3812	1998	1	0.600	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_1	3	203	201	1	0.687	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_2	197	907	711	-1	0.668	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_3	972	2162	1191	-1	0.704	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_4	2279	2521	243	1	0.642	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_5	2536	2928	393	1	0.664	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_6	3015	3419	405	-1	0.647	11	None	GENOMAD.153152.PC	2.521e-05	45	0	0	0	1	NA	NA	NA	PF14367;K18828;COG1487;TIGR00028	Predicted nucleic acid-binding protein, contains PIN domain
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_7	3406	3585	180	-1	0.606	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_8	3884	4339	456	-1	0.671	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_9	4336	4683	348	-1	0.670	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin135.fa_plasmid_genes.tsv k99_1649778_10	4709	5026	318	-1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_1	3	782	780	-1	0.574	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_2	947	1996	1050	1	0.577	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_3	1993	3282	1290	1	0.615	11	None	GENOMAD.152229.CP	5.682e-28	121	0	0	0	1	NA	NA	NA	PF03023;TIGR02900;COG0728;K03328	stage V sporulation protein B
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_4	3279	4382	1104	1	0.591	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_5	4404	5744	1341	-1	0.533	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_6	6052	6792	741	1	0.603	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_7	6861	7664	804	1	0.600	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_8	7668	8678	1011	-1	0.571	11	AGGA/GGAG/GAGG	GENOMAD.216322.PC	2.011e-33	135	0	0	0	1	NA	NA	NA	PF14378;COG3907	PAP2 superfamily
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_61759_9	9106	9798	693	1	0.547	11	GGA/GAG/AGG	GENOMAD.179416.PC	9.461e-16	79	0	0	0	1	NA	NA	NA	COG4949	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_200370_1	1	585	585	1	0.603	11	None	GENOMAD.213623.PC	4.212e-98	316	0	0	0	1	NA	NA	NA	PF04268;K22087;COG4583;TIGR01375	Sarcosine oxidase gamma subunit
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_200370_2	591	1919	1329	-1	0.590	11	None	GENOMAD.142471.CP	3.728e-21	100	0	0	0	1	NA	NA	NA	PF07176;PF03403;COG4188;TIGR02821;K01055	Predicted dienelactone hydrolase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_200370_3	1909	2892	984	-1	0.560	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_200370_4	2999	3133	135	-1	0.578	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_200370_5	3236	3481	246	-1	0.589	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_223349_1	1	564	564	1	0.573	11	None	GENOMAD.179382.PC	7.831e-05	45	0	0	0	1	NA	NA	NF000088	PF01636;K17910;TIGR00938;COG3231	homoserine kinase, Neisseria type
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_223349_2	579	2204	1626	1	0.565	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_223349_3	2182	2868	687	1	0.531	11	GGA/GAG/AGG	GENOMAD.147020.CP	6.582e-57	199	0	0	0	1	NA	NA	NA	PF08361;PF13022;TIGR03384;K03577;COG3226	transcriptional repressor BetI
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_223349_4	2956	3138	183	1	0.546	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_223349_5	3135	3530	396	1	0.598	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_1	3	104	102	1	0.549	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_2	101	268	168	1	0.607	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_3	306	1199	894	1	0.601	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_4	1316	1978	663	-1	0.585	11	GGA/GAG/AGG	GENOMAD.141182.CP	1.088e-91	299	0	0	0	1	NA	NA	NA	PF13022;TIGR03384;K21962;COG1309	transcriptional repressor BetI
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_5	1991	2281	291	-1	0.474	11	GGAG/GAGG	GENOMAD.191384.CP	6.527e-46	160	0	0	0	1	NA	NA	NA	PF03992;K11530;COG1359;TIGR03792	Quinol monooxygenase YgiN
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_6	2286	3923	1638	-1	0.559	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_7	3920	4210	291	-1	0.509	11	GGAG/GAGG	GENOMAD.205834.PC	8e-44	154	0	0	0	1	NA	NA	NA	PF03992;K11530;COG1359;TIGR03792	Quinol monooxygenase YgiN
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_8	4212	5564	1353	-1	0.542	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_9	5722	8190	2469	1	0.559	11	GGAGG	GENOMAD.129297.CP	4.111e-35	148	0	0	0	2561	Caudoviricetes	NA	NA	K15721;COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_10	8211	10106	1896	1	0.563	11	AGGA	GENOMAD.177103.CP	8.415e-08	58	0	0	0	1	NA	NA	NA	PF13360;TIGR04528;K05889;COG1520	acido-empty-quinoprotein group A
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_481925_11	10141	11043	903	-1	0.555	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_638808_1	1	576	576	-1	0.611	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_638808_2	564	1298	735	-1	0.577	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_638808_3	1311	3569	2259	-1	0.530	11	AGGAG	GENOMAD.129297.CP	1.847e-28	126	0	0	0	2561	Caudoviricetes	NA	NA	K15721;COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_1	1	1554	1554	1	0.546	11	None	GENOMAD.158496.CP	2.113e-06	53	0	0	0	1	NA	NA	NA	PF14905;PF07715;TIGR01782;K16091;COG4774	TonB-dependent receptor
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_2	1741	3315	1575	-1	0.618	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_3	3320	4165	846	-1	0.616	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_4	4179	5060	882	-1	0.599	11	GGAG/GAGG	GENOMAD.166293.CP	3.587e-27	115	0	0	0	1	NA	NA	NA	PF08450;K01053;TIGR03866;COG2133	SMP-30/Gluconolactonase/LRE-like region
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_5	5072	6313	1242	-1	0.600	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_6	6459	7181	723	1	0.592	11	None	GENOMAD.168490.PC	2.565e-14	75	0	0	0	1	NA	NA	NA	PF16701;PF07037;K11923;TIGR02043;COG0789	Adenylate cyclase regulatory domain; Putative transcription regulator (DUF1323)
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_7	7259	8542	1284	-1	0.607	11	GGAG/GAGG	GENOMAD.151741.CP	8.647e-12	70	0	0	0	2561	Caudoviricetes	NA	NF033135	PF00083;COG2814;TIGR00903;K18567	Predicted arabinose efflux permease, MFS family
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_8	8565	9140	576	-1	0.660	11	None	GENOMAD.179226.PC	2.412e-77	256	0	0	0	1	NA	NA	NA	PF06821;K07002;COG3545;TIGR02240	Serine hydrolase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_9	9137	10201	1065	-1	0.557	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_10	10228	11076	849	-1	0.580	11	AGGA	GENOMAD.179226.PC	6.401e-22	99	0	0	0	1	NA	NA	NA	PF06821;K07002;COG3545;TIGR02240	Serine hydrolase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_11	11088	12065	978	-1	0.584	11	GGAG/GAGG	GENOMAD.183079.CP	0.000141	46	0	0	0	1	NA	NA	NA	PF00107;TIGR03451;COG2130;K00344	S-(hydroxymethyl)mycothiol dehydrogenase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_12	12176	13192	1017	1	0.578	11	AGGAG	GENOMAD.142527.CP	2.207e-26	114	0	0	0	1	NA	NA	NA	PF12625;PF01710;K13631;COG2207	Arabinose-binding domain of AraC transcription regulator, N-term; Transposase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_764277_13	13411	13698	288	1	0.569	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1188729_1	3	188	186	-1	0.586	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1188729_2	256	1260	1005	-1	0.589	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1188729_3	1431	2510	1080	1	0.572	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1188729_4	2603	4921	2319	1	0.559	11	GGAG/GAGG	GENOMAD.129297.CP	4.811e-29	128	0	0	0	2561	Caudoviricetes	NA	NA	K15721;COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1188729_5	4996	5958	963	-1	0.568	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_1	1	591	591	1	0.575	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_2	588	2012	1425	1	0.563	11	None	GENOMAD.158366.CP	1.859e-10	66	0	0	0	1	NA	NA	NA	K16210;COG2211	Na+/melibiose symporter or related transporter
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_3	2093	3376	1284	1	0.579	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_4	3373	4461	1089	1	0.600	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_5	4458	5531	1074	1	0.579	11	None	GENOMAD.157970.PC	1.313e-07	56	0	0	0	1	NA	NA	NA	PF04655;K02204;TIGR02569;COG2334	TIGR02569 family protein
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_6	5580	6353	774	1	0.596	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_1328757_7	6377	6979	603	1	0.582	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2569829_1	1	711	711	-1	0.591	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2569829_2	794	2389	1596	-1	0.571	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2569829_3	2717	3319	603	1	0.602	11	GGAG/GAGG	GENOMAD.183660.VV	2.222e-06	50	0	0	0	1	NA	NA	NA	PF08139;COG5633;TIGR03516	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2569829_4	3323	3625	303	1	0.614	11	GGAG/GAGG	GENOMAD.053511.PP	2.392e-42	150	0	1	0	1	NA	NA	NA	PF04956;K03197;COG3838	Type IV secretory pathway, VirB2 components (pilins)
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2569829_5	3635	3916	282	1	0.550	11	AGGAG	GENOMAD.119050.PC	1.872e-18	81	0	1	0	1	NA	T_virB3	NA	PF05101;K03198;COG3702	Type IV secretory pathway, VirB3 components
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2569829_6	3932	5935	2004	1	0.598	11	AGGAG	GENOMAD.108687.PC	8.628e-72	260	0	1	0	1	NA	virb4	NA	PF19044;PF03135;PF05101;K03199;TIGR00929;COG3451	type IV secretion/conjugal transfer ATPase, VirB4 family
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2582110_1	3	428	426	1	0.552	11	None	GENOMAD.206599.PC	5.418e-09	56	0	0	0	1	NA	NA	NA	PF11578	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2582110_2	430	1698	1269	1	0.577	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2582110_3	2188	2757	570	1	0.537	11	GGAG/GAGG	GENOMAD.158829.CP	3.983e-07	52	0	0	0	1	NA	NA	NA	PF04636;TIGR04030;COG4950	alkylhydroperoxidase domain protein, Avi_7169 family
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2582110_4	2903	4624	1722	-1	0.599	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2582110_5	4784	5437	654	-1	0.599	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_1	2	187	186	1	0.554	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_2	286	930	645	1	0.578	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_3	954	1877	924	-1	0.584	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_4	1870	2502	633	-1	0.583	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_5	2490	3425	936	-1	0.577	11	AGGA	GENOMAD.183309.PC	5.472e-21	97	0	0	0	1	NA	NA	NA	PF05035;COG3734;TIGR02261	2-keto-3-deoxy-galactonokinase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_6	3482	4372	891	1	0.577	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2661287_7	4394	4909	516	1	0.529	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2750952_1	3	602	600	1	0.568	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2750952_2	609	1487	879	1	0.611	11	4Base/6BMM	GENOMAD.133374.CP	6.49e-14	75	0	0	0	1	NA	NA	NA	PF00494;COG1562;K02291;TIGR03465	Phytoene/squalene synthetase
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2750952_3	1542	2681	1140	1	0.587	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91614_DAStool_bin138.fa_plasmid_genes.tsv k99_2750952_4	2678	3157	480	1	0.594	11	GGA/GAG/AGG	GENOMAD.208821.PC	4.558e-06	48	0	0	0	1	NA	NA	NA	PF13527;COG2153;TIGR02406;K03826	Predicted N-acyltransferase, GNAT family
