seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes filename
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_12888886	3152	No terminal repeats	3	11	0.7288	NA	0	0.9097	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_8971680	4071	No terminal repeats	4	11	0.7020	NA	0	1.3556	NA	NA
free-coassembly-bin147.contigs.fa_plasmid_summary.tsv k99_338808	4209	No terminal repeats	5	11	0.7319	NA	0	0.0000	NA	NA
free-coassembly-bin161.contigs.fa_plasmid_summary.tsv k99_7473152.0	10000	No terminal repeats	8	11	0.7705	NA	0	1.8630	NA	NA
free-coassembly-bin161.contigs.fa_plasmid_summary.tsv k99_7469149	5548	No terminal repeats	5	11	0.7443	NA	0	1.7033	NA	NA
free-coassembly-bin176.contigs.fa_plasmid_summary.tsv k99_7245979	2555	No terminal repeats	3	11	0.7907	NA	0	1.3559	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_3235256	3469	No terminal repeats	4	11	0.9239	NA	0	2.2649	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_843182	5412	No terminal repeats	9	11	0.8787	NA	0	1.5375	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_16483105	4243	No terminal repeats	3	11	0.8249	NA	0	0.2753	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_12661694	2777	No terminal repeats	3	11	0.8191	NA	0	1.2865	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_23194445	2993	No terminal repeats	5	11	0.7982	NA	0	0.8422	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_22788224	2905	No terminal repeats	6	11	0.7351	NA	0	0.0000	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_14402780	4291	No terminal repeats	11	11	0.7278	NA	0	1.8362	NA	NA
free-coassembly-bin179.contigs.fa_plasmid_summary.tsv k99_1683342	2509	No terminal repeats	5	11	0.7009	NA	0	1.0579	NA	NA
free-coassembly-bin182.contigs.fa_plasmid_summary.tsv k99_385446	2632	No terminal repeats	5	11	0.8515	NA	0	0.0000	NA	NA
free-coassembly-bin182.contigs.fa_plasmid_summary.tsv k99_14343871	2931	No terminal repeats	2	11	0.8018	NA	0	0.0000	NA	NA
free-coassembly-bin182.contigs.fa_plasmid_summary.tsv k99_3366142	7267	No terminal repeats	8	11	0.7611	NA	0	0.2562	NA	NA
free-coassembly-bin182.contigs.fa_plasmid_summary.tsv k99_8887370	2849	No terminal repeats	3	11	0.7360	NA	0	0.0000	NA	NA
free-coassembly-bin21.contigs.fa_plasmid_summary.tsv k99_1234552	3622	No terminal repeats	2	11	0.9615	NA	0	3.1808	NA	NA
free-coassembly-bin21.contigs.fa_plasmid_summary.tsv k99_19871052	5370	No terminal repeats	6	11	0.7045	NA	0	0.0000	NA	NA
free-coassembly-bin223.contigs.fa_plasmid_summary.tsv k99_9780616	2923	No terminal repeats	4	11	0.7509	NA	0	1.2972	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_5718501	8441	No terminal repeats	11	11	0.9870	NA	0	6.8472	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_6006939	4231	No terminal repeats	9	11	0.9766	NA	0	3.5964	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_3776009	3950	No terminal repeats	5	11	0.9518	NA	0	3.5469	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_16994962	10876	No terminal repeats	7	11	0.9254	NA	0	1.9074	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_13681030.0	10000	No terminal repeats	6	11	0.9221	NA	0	2.5093	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_3570127	3483	No terminal repeats	5	11	0.9019	NA	0	2.8254	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_8849862	6876	No terminal repeats	10	11	0.8956	NA	0	0.8494	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_16991467	4014	No terminal repeats	7	11	0.8896	NA	0	0.0000	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_20898113	3831	No terminal repeats	3	11	0.8722	NA	0	0.0000	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_4215176.0	10000	No terminal repeats	9	11	0.8696	NA	0	1.5880	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_3834247	6799	No terminal repeats	6	11	0.8694	NA	0	0.2247	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_12699811	3965	No terminal repeats	4	11	0.8593	NA	0	0.7098	T_virB11	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_4395336	12117	No terminal repeats	12	11	0.8531	NA	0	1.3906	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_5169753	4483	No terminal repeats	4	11	0.7893	NA	0	0.0000	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_15510825	8114	No terminal repeats	7	11	0.7892	NA	0	0.0000	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_2580555	4819	No terminal repeats	4	11	0.7787	NA	0	0.5246	NA	NF000272
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_2295286	9630	No terminal repeats	9	11	0.7501	NA	0	1.4455	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_8337089	14453	No terminal repeats	15	11	0.7354	NA	0	2.0631	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_552725	4773	No terminal repeats	5	11	0.7324	NA	0	0.0000	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_3383937	5817	No terminal repeats	8	11	0.7224	NA	0	0.9764	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_15580496	2754	No terminal repeats	3	11	0.7214	NA	0	1.6405	NA	NA
free-coassembly-bin24.contigs.fa_plasmid_summary.tsv k99_6050281	6579	No terminal repeats	8	11	0.7113	NA	0	0.5647	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_20084268	4198	No terminal repeats	6	11	0.8987	NA	0	1.4825	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_5885650	7453	No terminal repeats	7	11	0.8686	NA	0	1.3610	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_10602415	7112	No terminal repeats	7	11	0.8531	NA	0	2.6495	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_958182	5318	No terminal repeats	5	11	0.8201	NA	0	2.3493	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_11154487	9696	No terminal repeats	10	11	0.8000	NA	0	0.4293	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_18346144	2721	No terminal repeats	2	11	0.7875	NA	0	0.8531	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_16119726	6484	No terminal repeats	8	11	0.7613	NA	0	1.4499	NA	NA
free-coassembly-bin2.contigs.fa_plasmid_summary.tsv k99_16438471	2540	No terminal repeats	3	11	0.7148	NA	0	1.3806	NA	NA
free-coassembly-bin323.contigs.fa_plasmid_summary.tsv k99_3477224	3376	No terminal repeats	5	11	0.8704	NA	0	1.7183	NA	NA
free-coassembly-bin323.contigs.fa_plasmid_summary.tsv k99_4620416	3012	No terminal repeats	3	11	0.8237	NA	0	0.8060	NA	NA
free-coassembly-bin330.contigs.fa_plasmid_summary.tsv k99_5012157	12688	No terminal repeats	16	11	0.9867	NA	0	8.1244	NA	NF000402
free-coassembly-bin330.contigs.fa_plasmid_summary.tsv k99_7936852	7982	No terminal repeats	9	11	0.8783	NA	0	1.0323	NA	NA
free-coassembly-bin330.contigs.fa_plasmid_summary.tsv k99_1271596	13684	No terminal repeats	12	11	0.7548	NA	0	0.5029	NA	NA
free-coassembly-bin330.contigs.fa_plasmid_summary.tsv k99_12153618	5029	No terminal repeats	6	11	0.7513	NA	0	0.7304	NA	NF033135
free-coassembly-bin330.contigs.fa_plasmid_summary.tsv k99_12866183	7516	No terminal repeats	8	11	0.7395	NA	1	0.8213	NA	NA
free-coassembly-bin330.contigs.fa_plasmid_summary.tsv k99_7563662.0	10000	No terminal repeats	9	11	0.7242	NA	0	0.0000	NA	NA
free-coassembly-bin338.contigs.fa_plasmid_summary.tsv k99_7450554	3132	No terminal repeats	4	11	0.8913	NA	1	1.5023	NA	NA
free-coassembly-bin338.contigs.fa_plasmid_summary.tsv k99_722357	2935	No terminal repeats	6	11	0.7072	NA	0	1.6955	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_19473769	2216	No terminal repeats	1	11	0.9610	NA	1	1.3074	F_traG	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_213750	4462	No terminal repeats	4	11	0.8672	NA	0	0.0000	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_2504343	4761	No terminal repeats	3	11	0.8548	NA	0	0.0000	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_19861538	2695	No terminal repeats	5	11	0.8284	NA	0	0.8228	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_21878	3424	No terminal repeats	5	11	0.8213	NA	0	0.2268	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_327657	4318	No terminal repeats	2	11	0.8201	NA	0	1.5049	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_562362	4287	No terminal repeats	4	11	0.8152	NA	0	0.7262	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_16199724	2677	No terminal repeats	4	11	0.7906	NA	0	0.0000	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_1170387	6510	No terminal repeats	7	11	0.7650	NA	0	0.2128	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_7045474	11060	No terminal repeats	11	11	0.7599	NA	0	0.1265	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_15192241	3436	No terminal repeats	4	11	0.7011	NA	0	0.0000	NA	NA
free-coassembly-bin356.contigs.fa_plasmid_summary.tsv k99_7725321	2721	No terminal repeats	4	11	0.7003	NA	0	0.4701	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_4128618	3765	No terminal repeats	4	11	0.8441	NA	0	1.1588	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_4574323	4155	No terminal repeats	4	11	0.8218	NA	0	0.9439	NA	NF012171
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_10197823	3275	No terminal repeats	2	11	0.8030	NA	0	0.0000	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_19883690	3234	No terminal repeats	5	11	0.7932	NA	0	0.6711	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_1079096	6213	No terminal repeats	6	11	0.7802	NA	0	0.2026	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_22304783	2681	No terminal repeats	5	11	0.7425	NA	0	0.0000	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_22989384	3237	No terminal repeats	6	11	0.7300	NA	0	0.0000	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_23228442	3850	No terminal repeats	4	11	0.7268	NA	0	0.0000	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_3647239	2631	No terminal repeats	3	11	0.7126	NA	0	0.0000	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_14484491	4683	No terminal repeats	4	11	0.7095	NA	0	0.0000	NA	NA
free-coassembly-bin360.contigs.fa_plasmid_summary.tsv k99_7344174	3659	No terminal repeats	4	11	0.7065	NA	0	0.0000	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_20340053	2523	No terminal repeats	3	11	0.9877	NA	0	1.0706	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_4905402	5053	No terminal repeats	8	11	0.9310	NA	0	1.1160	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_3470374	4919	No terminal repeats	7	11	0.9106	NA	0	1.7183	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_1305034	2589	No terminal repeats	4	11	0.8812	NA	0	0.0000	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_2860729	4930	No terminal repeats	6	11	0.8210	NA	0	1.0173	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_2470951	2099	No terminal repeats	2	11	0.7831	NA	1	1.9762	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_1609364	7232	No terminal repeats	8	11	0.7651	NA	0	0.7472	NA	NA
free-coassembly-bin363.contigs.fa_plasmid_summary.tsv k99_6970734	3814	No terminal repeats	3	11	0.7004	NA	0	1.2458	NA	NA
free-coassembly-bin367.contigs.fa_plasmid_summary.tsv k99_13447470	7313	No terminal repeats	9	11	0.8821	NA	0	1.3394	NA	NA
free-coassembly-bin367.contigs.fa_plasmid_summary.tsv k99_4363502	4199	No terminal repeats	7	11	0.7477	NA	0	0.8545	NA	NA
free-coassembly-bin36.contigs.fa_plasmid_summary.tsv k99_15531137	3676	No terminal repeats	1	11	0.9129	NA	0	1.6405	NA	NA
free-coassembly-bin36.contigs.fa_plasmid_summary.tsv k99_10246873	3690	No terminal repeats	5	11	0.7359	NA	0	0.0000	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_8859936	4939	No terminal repeats	6	11	0.9934	NA	0	5.4430	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_17907788	9900	No terminal repeats	13	11	0.9666	NA	0	3.9668	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_192639	4410	No terminal repeats	5	11	0.8102	NA	0	0.3300	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_3220950	3139	No terminal repeats	4	11	0.7919	NA	0	0.0000	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_8208004	12553	No terminal repeats	14	11	0.7731	NA	0	0.0000	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_17938742.1	12421	No terminal repeats	11	11	0.7691	NA	0	0.3039	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_9444571	10140	No terminal repeats	12	11	0.7629	NA	0	0.9811	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_12611348	3345	No terminal repeats	4	11	0.7593	NA	0	0.4791	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_11350832	2813	No terminal repeats	3	11	0.7469	NA	0	0.4892	NA	NA
free-coassembly-bin374.contigs.fa_plasmid_summary.tsv k99_16017732	12101	No terminal repeats	9	11	0.7466	NA	0	0.5370	NA	NA
free-coassembly-bin375.contigs.fa_plasmid_summary.tsv k99_827696	3689	No terminal repeats	4	11	0.9692	NA	0	0.4674	NA	NA
free-coassembly-bin375.contigs.fa_plasmid_summary.tsv k99_14213019	4006	No terminal repeats	3	11	0.8492	NA	0	0.0000	NA	NA
free-coassembly-bin413.contigs.fa_plasmid_summary.tsv k99_6584871	7569	No terminal repeats	13	11	0.9484	NA	0	1.5915	NA	NA
free-coassembly-bin413.contigs.fa_plasmid_summary.tsv k99_1308446	2528	No terminal repeats	4	11	0.8653	NA	0	0.7661	NA	NA
free-coassembly-bin413.contigs.fa_plasmid_summary.tsv k99_8575553	3224	No terminal repeats	8	11	0.8390	NA	0	0.7501	NA	NA
free-coassembly-bin413.contigs.fa_plasmid_summary.tsv k99_3858224	5271	No terminal repeats	5	11	0.8110	NA	0	0.6318	NA	NA
free-coassembly-bin413.contigs.fa_plasmid_summary.tsv k99_20334612	3219	No terminal repeats	3	11	0.7652	NA	0	0.3200	NA	NA
free-coassembly-bin454.contigs.fa_plasmid_summary.tsv k99_15984411	6736	No terminal repeats	9	11	0.8032	NA	0	0.0000	NA	NA
free-coassembly-bin454.contigs.fa_plasmid_summary.tsv k99_2956697	4353	No terminal repeats	8	11	0.7826	NA	0	0.0000	NA	NA
free-coassembly-bin454.contigs.fa_plasmid_summary.tsv k99_2825931	2804	No terminal repeats	8	11	0.7756	NA	0	0.0000	NA	NA
free-coassembly-bin454.contigs.fa_plasmid_summary.tsv k99_1475626	2508	No terminal repeats	6	11	0.7313	NA	0	0.0000	NA	NA
free-coassembly-bin454.contigs.fa_plasmid_summary.tsv k99_17847354	2672	No terminal repeats	9	11	0.7102	NA	0	0.0000	NA	NA
free-coassembly-bin454.contigs.fa_plasmid_summary.tsv k99_11432086	2978	No terminal repeats	4	11	0.7066	NA	0	1.4199	NA	NA
free-coassembly-bin501.contigs.fa_plasmid_summary.tsv k99_8255097	3118	No terminal repeats	5	11	0.8684	NA	0	0.2657	NA	NA
free-coassembly-bin501.contigs.fa_plasmid_summary.tsv k99_10139222	3645	No terminal repeats	5	11	0.8288	NA	0	0.0000	NA	NA
free-coassembly-bin501.contigs.fa_plasmid_summary.tsv k99_7889763	2835	No terminal repeats	3	11	0.7502	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_3561977	13432	No terminal repeats	19	11	0.9918	NA	10	18.8625	F_traL;F_traE;F_traK;F_traV;F_traW;F_traU	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_19173098.1	12647	No terminal repeats	15	11	0.9839	NA	5	8.7305	F_traG;F_traH;F_traF;F_trbC	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_4740936	3442	No terminal repeats	5	11	0.9818	NA	0	3.2552	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_20235618	6482	No terminal repeats	7	11	0.9720	NA	0	1.7092	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_23108405	2254	No terminal repeats	2	11	0.9688	NA	2	2.3690	T_virB6;virb4	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_2231220	10961	No terminal repeats	14	11	0.9661	NA	0	1.3937	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6729608.0	10000	No terminal repeats	11	11	0.9609	NA	0	2.1997	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6729608.1	17052	No terminal repeats	15	11	0.9503	NA	0	2.1613	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_1500208	3435	No terminal repeats	6	11	0.9325	NA	0	0.3236	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_3572441	3701	No terminal repeats	4	11	0.9246	NA	0	0.5765	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_8613203	15491	No terminal repeats	19	11	0.9208	NA	0	2.1310	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_4382811	5819	No terminal repeats	9	11	0.9131	NA	0	0.8642	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_7247466	9658	No terminal repeats	7	11	0.9125	NA	0	2.3586	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_664410	3671	No terminal repeats	4	11	0.8784	NA	0	0.6184	NA	NF000496
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_12260062	2793	No terminal repeats	2	11	0.8718	NA	0	0.5810	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_3428497	4932	No terminal repeats	5	11	0.8715	NA	0	0.2282	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_3773048	5277	No terminal repeats	5	11	0.8712	NA	0	0.3009	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_18827267	4955	No terminal repeats	4	11	0.8482	NA	0	0.1399	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_62774	6574	No terminal repeats	7	11	0.8419	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_22191324	3570	No terminal repeats	5	11	0.8407	NA	0	0.6407	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_21503147	4918	No terminal repeats	5	11	0.8399	NA	0	1.7037	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_3409082	7600	No terminal repeats	8	11	0.8398	NA	0	0.5067	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_1481795	2818	No terminal repeats	3	11	0.8383	NA	0	1.0879	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_20214357	3883	No terminal repeats	3	11	0.8350	NA	0	1.4472	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_615658	3187	No terminal repeats	2	11	0.8343	NA	0	0.2528	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_16176541	3271	No terminal repeats	4	11	0.8320	NA	0	0.2047	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_20879557	2906	No terminal repeats	4	11	0.8273	NA	0	0.6508	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_2640072	5669	No terminal repeats	6	11	0.8232	NA	0	0.1612	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_17756248	5221	No terminal repeats	4	11	0.8198	NA	0	0.2301	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_5361609	3106	No terminal repeats	5	11	0.8149	NA	0	1.0902	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_4071481	2858	No terminal repeats	4	11	0.8096	NA	0	0.3532	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_11999259	3765	No terminal repeats	3	11	0.8055	NA	0	0.4074	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_1875820	5182	No terminal repeats	7	11	0.8026	NA	0	0.3332	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_19507627	2933	No terminal repeats	3	11	0.7999	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_8918541	3148	No terminal repeats	3	11	0.7977	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6032785	2675	No terminal repeats	3	11	0.7867	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_18213973	4457	No terminal repeats	4	11	0.7867	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6205117	4716	No terminal repeats	4	11	0.7818	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_11220826	4341	No terminal repeats	4	11	0.7806	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_13321755	2865	No terminal repeats	4	11	0.7783	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_18652963	2804	No terminal repeats	6	11	0.7756	NA	0	0.8067	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6154462	4635	No terminal repeats	6	11	0.7673	NA	0	0.1520	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6399081	2963	No terminal repeats	2	11	0.7654	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_5306844	2648	No terminal repeats	2	11	0.7617	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_5020164	3586	No terminal repeats	2	11	0.7500	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_22797987	2589	No terminal repeats	3	11	0.7397	NA	0	0.0000	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_17194764	4643	No terminal repeats	3	11	0.7354	NA	0	0.2528	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_16214293	15383	No terminal repeats	18	11	0.7351	NA	0	0.2331	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_1058148	3825	No terminal repeats	5	11	0.7300	NA	0	1.2220	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_8189263	3870	No terminal repeats	5	11	0.7295	NA	0	0.3400	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_20524774	4128	No terminal repeats	5	11	0.7291	NA	0	0.8558	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_15261720	3269	No terminal repeats	4	11	0.7270	NA	0	1.6358	NA	NF000272
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_13056351	5114	No terminal repeats	4	11	0.7268	NA	0	0.5323	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_7986050	8641	No terminal repeats	9	11	0.7134	NA	0	1.1173	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_6491537	3952	No terminal repeats	4	11	0.7127	NA	0	0.2528	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_18071001	9266	No terminal repeats	14	11	0.7096	NA	0	0.3596	NA	NA
free-coassembly-bin53.contigs.fa_plasmid_summary.tsv k99_4004095	3364	No terminal repeats	6	11	0.7041	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_11515558	4861	ITR	3	11	0.9779	NA	0	1.7183	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_5338569	1736	No terminal repeats	2	11	0.9570	NA	1	1.2376	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_21172483	2529	No terminal repeats	4	11	0.9017	NA	0	1.4049	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_17219240	7148	No terminal repeats	4	11	0.8641	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_19007851	2550	No terminal repeats	3	11	0.8295	NA	0	1.6998	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_5260430	3234	No terminal repeats	2	11	0.8159	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_16024706	2774	No terminal repeats	3	11	0.8015	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_12047819	2794	No terminal repeats	4	11	0.7714	NA	0	1.4171	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_13005450	2817	No terminal repeats	3	11	0.7700	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_17692151	2732	No terminal repeats	4	11	0.7650	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_7749909	3431	No terminal repeats	5	11	0.7645	NA	0	0.1202	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_7408336	3263	No terminal repeats	6	11	0.7498	NA	0	0.0000	NA	NA
free-coassembly-bin568.contigs.fa_plasmid_summary.tsv k99_19695494	3467	No terminal repeats	2	11	0.7413	NA	0	0.0000	NA	NA
